run_id,candidate_rank,candidate_key,split_seed,loss_type,base_channels,freeze_emg_epochs,encoder_lr_ratio,pretrained_mode,event_action_accuracy,event_action_macro_f1,command_success_rate,false_trigger_rate,false_release_rate,control_eval_present,pass_strict_online_gate,checkpoint_path
s3_demo3_0317_ma_long_c1_s42,1,"rank1:loss=cb_focal,bc=16,freeze=6,elr=0.24,pt=off",42,cb_focal,16,6,0.24,off,0.6875,0.6251526251526252,0.7058823529411765,0.29411764705882354,0.0,True,False,artifacts/runs/s3_demo3_0317_ma_long_c1_s42/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_long_c1_s52,1,"rank1:loss=cb_focal,bc=16,freeze=6,elr=0.24,pt=off",52,cb_focal,16,6,0.24,off,0.625,0.6142191142191141,0.7058823529411765,0.29411764705882354,0.3333333333333333,True,False,artifacts/runs/s3_demo3_0317_ma_long_c1_s52/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_long_c1_s62,1,"rank1:loss=cb_focal,bc=16,freeze=6,elr=0.24,pt=off",62,cb_focal,16,6,0.24,off,0.5625,0.5416666666666666,0.6470588235294118,0.35294117647058826,0.0,True,False,artifacts/runs/s3_demo3_0317_ma_long_c1_s62/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_long_c2_s42,2,"rank2:loss=cb_focal,bc=16,freeze=10,elr=0.3,pt=off",42,cb_focal,16,10,0.3,off,0.75,0.7299145299145299,0.6470588235294118,0.35294117647058826,0.16666666666666666,True,False,artifacts/runs/s3_demo3_0317_ma_long_c2_s42/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_long_c2_s52,2,"rank2:loss=cb_focal,bc=16,freeze=10,elr=0.3,pt=off",52,cb_focal,16,10,0.3,off,0.625,0.5714285714285715,0.6470588235294118,0.29411764705882354,0.16666666666666666,True,False,artifacts/runs/s3_demo3_0317_ma_long_c2_s52/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_long_c2_s62,2,"rank2:loss=cb_focal,bc=16,freeze=10,elr=0.3,pt=off",62,cb_focal,16,10,0.3,off,0.5,0.5,0.7058823529411765,0.29411764705882354,0.0,True,False,artifacts/runs/s3_demo3_0317_ma_long_c2_s62/checkpoints/event_onset_best.ckpt
