run_id,neighbor_index,neighbor_variant,loss_type,base_channels,freeze_emg_epochs,encoder_lr_ratio,pretrained_mode,event_action_accuracy,event_action_macro_f1,command_success_rate,false_trigger_rate,false_release_rate,pass_strict_online_gate,checkpoint_path
s3_demo3_0317_ma_nbr_01_ref_lcb_focal_bc16_fz6_elr0p24,1,ref,cb_focal,16,6,0.24,off,0.875,0.8412698412698413,0.7058823529411765,0.29411764705882354,0.0,False,artifacts/runs/s3_demo3_0317_ma_nbr_01_ref_lcb_focal_bc16_fz6_elr0p24/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_nbr_02_lr_down_lcb_focal_bc16_fz6_elr0p192,2,lr_down,cb_focal,16,6,0.192,off,0.5625,0.5,0.5882352941176471,0.058823529411764705,0.0,False,artifacts/runs/s3_demo3_0317_ma_nbr_02_lr_down_lcb_focal_bc16_fz6_elr0p192/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_nbr_03_lr_up_lcb_focal_bc16_fz6_elr0p288,3,lr_up,cb_focal,16,6,0.288,off,0.625,0.5857142857142857,0.7058823529411765,0.23529411764705882,0.0,False,artifacts/runs/s3_demo3_0317_ma_nbr_03_lr_up_lcb_focal_bc16_fz6_elr0p288/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_nbr_04_freeze_down_lcb_focal_bc16_fz4_elr0p24,4,freeze_down,cb_focal,16,4,0.24,off,0.8125,0.7267399267399267,0.5294117647058824,0.35294117647058826,0.3333333333333333,False,artifacts/runs/s3_demo3_0317_ma_nbr_04_freeze_down_lcb_focal_bc16_fz4_elr0p24/checkpoints/event_onset_best.ckpt
s3_demo3_0317_ma_nbr_05_freeze_up_lcb_focal_bc16_fz8_elr0p24,5,freeze_up,cb_focal,16,8,0.24,off,0.625,0.5814814814814815,0.6470588235294118,0.29411764705882354,0.0,False,artifacts/runs/s3_demo3_0317_ma_nbr_05_freeze_up_lcb_focal_bc16_fz8_elr0p24/checkpoints/event_onset_best.ckpt
