run_id,manifest_path,checkpoint_path,model_type,base_channels,use_se,loss_type,hard_mining_ratio,augment_enabled,augment_factor,use_mixup,budget_per_class,budget_seed,target_db5_keys,incremental_mode,incremental_reused_class_count,incremental_new_class_count,test_accuracy,test_macro_f1,test_macro_recall,event_action_accuracy,event_action_macro_f1,top_confusion_pair
smoke_release_s3,artifacts/splits/event_onset_demo3_split_manifest.json,artifacts/runs/smoke_release_s3/checkpoints/event_onset_best.ckpt,event_onset_two_stage_demo3,16,True,cross_entropy,0.0,False,1,False,60,42,"TENSE_OPEN,THUMB_UP,WRIST_CW",False,0,0,0.7466666666666667,0.6444490019141372,0.6926587301587301,0.6410256410256411,0.5892203035060178,TENSE_OPEN<->THUMB_UP:6
smoke_release_s3_bg,artifacts/splits/event_onset_demo3_split_manifest.json,artifacts/runs/smoke_release_s3_bg/checkpoints/event_onset_best.ckpt,event_onset_two_stage_demo3,16,True,cross_entropy,0.0,False,1,False,60,42,"TENSE_OPEN,THUMB_UP,WRIST_CW",False,0,0,0.88,0.8591577540106952,0.9275793650793651,0.8717948717948718,0.8536838978015449,CONTINUE<->TENSE_OPEN:4
